shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_kg,shipment_status,destination_city,delivery_attempts,delay_reason
S001530,O001530,2GO,,2025-04-12 05:59:00,2025-04-24,2025-04-27,350,0.5,Delivered,Pasig,1,Address issue
S001531,O001531,LBC, 957226933 ,2025-11-18 16:42:00,2025-11-29,2025-11-30,500,5,Delayed,Iloilo,3,Carrier backlog
S001532,O001532,FedEx,TRK87233240,2023-03-18 14:49:00,2023-03-23,2023-03-24,180,5,Preparing,Cebu City,2,
S001533,O001533, FEDEX ,,2023-06-16 14:18:00,2023-06-27,2023-06-28,,2,Returned,taguig,1,Warehouse delay
S001534,O001534,Ninja Van ,TRK42248073,2024-05-22 03:10:00,2024-05-31,2024-05-31,500,2,Lost,Iloilo,3,Warehouse delay
S001535,O001535,FedEx,TRK93296385,2023-03-08 19:47:00,2023-03-18,2023-03-16,350,,Out for Delivery,Antipolo,,Warehouse delay
S001536,O001536,FedEx, 204886536 ,2023-04-01 16:41:00,2023-04-10,,350,15,Delivered,Manila,1,Warehouse delay
S001537,O001537,JRS Express, 789834882 ,2024-10-25 09:48:00,2024-10-30,2024-11-05,,1,,Quezon City,3,Warehouse delay
S001538,O001538, FedEx ,,2023-08-28 00:51:00,2023-09-04,2023-09-02,100,5,Returned,Makati,,Warehouse delay
S001539,O001539,J&T Express,,2025-11-08 19:22:00,2025-11-09,2025-11-16,120,2,Out for Delivery,Makati,1,Warehouse delay
S001540,O001540,FedEx,TRK46343948,2025-08-10 03:48:00,2025-08-11,2025-08-17,180,10,Lost,Manila ,1,Address issue
S001541,O001541,J&T Express,,2023-11-14 12:11:00,,,180,2,In Transit,Cebu City,1,Customer unavailable
S001542,O001542,, 679880614 ,2023-12-19 00:17:00,2023-12-24,2023-12-23,150,10,In Transit,Cebu City,2,
S001543,O001543,Ninja Van,,2025-02-08 12:39:00,2025-02-17,2025-02-16,150,2, IN TRANSIT , CEBU CITY ,1,Weather
S001544,O001544,JRS Express,TRK74842178,2024-08-01 15:00:00,2024-08-02,2024-07-31,,15,Delivered,Pasig,1,
S001545,O001545, LBC ,TRK69172658,2022-11-21 12:48:00,2022-12-03,2022-12-05,180,20,Returned,Taguig,3,Carrier backlog
S001546,O001546,LBC, 853916775 ,2025-08-21 08:22:00,2025-08-29,2025-09-02,80,,Lost,antipolo,3,Carrier backlog
S001547,O001547, Ninja Van, 156024746 ,2025-02-03 13:11:00,2025-02-04,,350,15,Preparing,Davao City,1,Customer unavailable
S001548,O001548,FedEx, 280532392 ,2022-11-01 05:26:00,2022-11-10,,350,1,Lost,Quezon City,1,Weather
S001549,O001549,LBC, 256207480 ,2022-10-15 21:42:00,2022-10-25,2022-11-01,100,3,Delivered,Cebu City,1,Warehouse delay
S001550,O001550,2GO ,,2023-03-06 01:46:00,2023-03-11,2023-03-10,150,0.5,Delivered,Taguig,1,Weather
S001551,O001551,LBC,TRK91234519,2024-10-16 20:06:00,2024-10-23,2024-10-26,150,1,Preparing ,Quezon City,1,Warehouse delay
S001552,O001552, dhl ,TRK63538406,2023-06-23 06:40:00,,,150,3, delivered ,,1,Warehouse delay
S001553,O001553,FedEx,TRK94191323,2022-09-26 01:34:00,2022-10-05,,150,20,Returned,Taguig,1,Weather
S001554,O001554,2GO,,2025-09-17 13:49:00,2025-09-27,2025-10-01,100,0.5,Preparing,Makati,2,Warehouse delay
S001555,O001555,LBC,,2022-05-13 02:39:00,2022-05-16,2022-05-23,180,20,Out for Delivery,Pasig,1,Customer unavailable
S001556,O001556,FedEx,,2023-09-06 03:32:00,2023-09-10,2023-09-10,80,5,Delivered, pasig ,1,Weather
S001557,O001557,Ninja Van,,2023-10-04 02:49:00,2023-10-09,2023-10-11,180,20,Lost, Makati,1,Carrier backlog
S001558,O001558,JRS Express ,TRK64712263,2025-07-21 21:20:00,2025-08-02,2025-08-02,150,10,Lost, Antipolo,1,Warehouse delay
S001559,O001559,Ninja Van,,2025-07-24 11:10:00,,,180,15,Preparing,Pasig,1,Address issue
S001560,O001560,JRS Express,TRK29184318,2022-11-28 11:47:00,2022-12-06,2022-12-09,500,1,Delivered,Manila,2,Customer unavailable
S001561,O001561,FedEx,,2022-04-05 05:52:00,2022-04-08,2022-04-13,100,10,,Quezon City,3,Weather
S001562,O001562,J&T Express,TRK49976452,2025-07-30 11:07:00,2025-08-09,2025-08-11,,,Delayed,iloilo,1,Warehouse delay
S001563,O001563,FedEx,,2023-02-07 22:01:00,2023-02-16,2023-02-14,250,1,Out for Delivery,Manila,1,Weather
S001564,O001564,FedEx,,2023-09-19 01:53:00,2023-09-21,2023-09-28,120,,Lost,Caloocan,1,Carrier backlog
S001565,O001565,JRS Express,,2025-12-08 22:46:00,2025-12-10,2025-12-12,120,0.5,Out for Delivery,,1,Warehouse delay
S001566,O001566,J&T Express, 921462604 ,2023-03-26 03:40:00,2023-03-28,2023-04-02,,10,Preparing,Taguig,1,Customer unavailable
S001567,O001567, Ninja Van, 319502163 ,2022-06-06 14:51:00,2022-06-17,2022-06-23,150,15,Returned,Taguig,3,
S001568,O001568,JRS Express,,2025-05-24 13:12:00,2025-06-01,2025-06-08,100,5,Delayed,Pasig,3,Address issue
S001569,O001569,J&T Express,TRK81689384,2025-07-10 21:26:00,2025-07-14,2025-07-13,500,5,Delivered, iloilo ,1,Customer unavailable
S001570,O001570,JRS Express, 314800662 ,2023-06-19 18:25:00,2023-06-26,2023-06-26,80,0.5,In Transit,Manila,1,Warehouse delay
S001571,O001571,JRS Express,,2025-01-23 00:07:00,2025-01-30,2025-01-31,250,10,,Manila,1,Customer unavailable
S001572,O001572,J&T Express, 448105781 ,2022-01-17 10:26:00,2022-01-21,2022-01-25,500,3,Out for Delivery,Taguig,,Warehouse delay
S001573,O001573,, 345396960 ,2023-12-27 16:50:00,2024-01-07,,150,,Lost,Davao City,,Customer unavailable
S001574,O001574,JRS Express, 624956531 ,2022-07-20 17:23:00,2022-07-22,,100,20,In Transit,Makati,3,Weather
S001575,O001575,FedEx, 652576232 ,2022-12-06 15:33:00,,,500,20,Preparing,Cebu City,3,Carrier backlog
S001576,O001576, LBC,,2022-04-28 07:21:00,2022-05-01,2022-05-01,500,5,Delivered, Quezon City ,1,
S001577,O001577,2GO,,2022-12-26 16:45:00,,,180,2, returned ,Makati,2,Customer unavailable
S001578,O001578,J&T Express,TRK49458510,2026-01-01 01:27:00,2026-01-09,2026-01-15,150,,Delayed,Iloilo,3,Carrier backlog
S001579,O001579,JRS Express,TRK30314197,2022-04-12 07:14:00,2022-04-19,,350,20,Delayed,Antipolo,1,
S001580,O001580,J&T Express, 176800761 ,2023-07-07 08:45:00,2023-07-17,2023-07-17,180,5,Delayed,Davao City,3,
S001581,O001581,LBC,,2024-04-08 15:20:00,2024-04-13,2024-04-14,500,2,Out for Delivery,Cebu City,1,Address issue
S001582,O001582,Ninja Van, 355181278 ,2025-10-12 05:54:00,2025-10-24,2025-10-31,,10,Delayed,Cebu City,3,Carrier backlog
S001583,O001583,JRS Express, 604007855 ,2024-06-06 20:11:00,2024-06-10,2024-06-09,120,10,Returned, Antipolo,2,Weather
S001584,O001584, LBC,TRK74114723,2023-06-27 19:41:00,2023-06-28,2023-06-27,350,10,Out for Delivery,,1,Weather
S001585,O001585,DHL, 768397228 ,2023-01-08 20:17:00,2023-01-19,2023-01-24,180,10,Out for Delivery,Davao City,1,
S001586,O001586,DHL,,2023-06-07 05:54:00,,,500,2,Out for Delivery,Quezon City,,Carrier backlog
S001587,O001587,LBC, 407304662 ,2023-04-26 04:47:00,,,100,10,Preparing,Caloocan,3,Warehouse delay
S001588,O001588,FedEx,,2025-03-27 16:41:00,2025-03-30,,180,,Returned,Antipolo,3,
S001589,O001589,2GO,,2025-06-21 09:14:00,2025-07-01,2025-07-01,80,15,, TAGUIG ,1,Customer unavailable
S001590,O001590,LBC,TRK28234575,2023-07-14 02:19:00,,,350,20,Delayed,Quezon City,1,Customer unavailable
S001591,O001591, LBC,TRK92421747,2023-10-20 05:01:00,2023-10-31,2023-11-07,80,10,, Davao City,2,Address issue
S001592,O001592,JRS Express ,TRK99360361,2025-07-03 06:27:00,2025-07-05,2025-07-05,100,10,Delayed,Iloilo,1,Address issue
S001593,O001593, lbc , 733030192 ,2024-09-02 16:53:00,2024-09-05,2024-09-10,350,1,OUT FOR DELIVERY,Antipolo,1,Address issue
S001594,O001594,Ninja Van,,2025-03-11 22:55:00,2025-03-22,2025-03-20,180,2,Delivered,Quezon City,3,Customer unavailable
S001595,O001595,Ninja Van, 251300420 ,2023-04-13 09:21:00,2023-04-23,2023-04-27,,20,Out for Delivery,Manila,,
S001596,O001596,, 296258333 ,2025-03-21 09:44:00,2025-03-22,2025-03-22,100,15,In Transit,Quezon City,1,Weather
S001597,O001597,Ninja Van ,,2025-01-23 01:26:00,2025-01-29,2025-02-02,150,3,Lost, TAGUIG ,1,Warehouse delay
S001598,O001598,2GO,,2022-01-19 10:16:00,,,100,15,Delivered,Iloilo,2,
S001599,O001599,FedEx, 616012895 ,2022-05-04 01:36:00,,,150,2,Delayed,Pasig,3,Weather
S001600,O001600,2GO,,2024-03-29 11:41:00,2024-03-31,2024-04-04,80,2,Returned,Caloocan,2,
S001601,O001601,2GO ,TRK47506156,2022-04-20 20:40:00,,,500,0.5,Returned,Quezon City,3,Weather
S001602,O001602,J&T Express, 399229985 ,2022-07-27 06:22:00,2022-08-06,2022-08-04,250,,Preparing,Taguig,1,Carrier backlog
S001603,O001603,JRS Express, 582617134 ,2025-06-26 20:55:00,2025-07-01,2025-06-30,250,5,Lost,Antipolo,3,Customer unavailable
S001604,O001604,FedEx, 979187423 ,2024-01-04 23:29:00,2024-01-06,2024-01-12,150,3,Returned,Quezon City,,Address issue
S001605,O001605,DHL, 896530454 ,2024-07-03 20:32:00,2024-07-15,2024-07-13,100,0.5,In Transit,Manila ,1,Address issue
S001606,O001606,2GO,,2025-01-21 21:37:00,2025-01-29,2025-02-04,350,20,Preparing,Cebu City,3,
S001607,O001607,FedEx,,2025-07-26 08:29:00,2025-07-30,2025-08-04,100,5,Returned,Davao City ,,Customer unavailable
S001608,O001608,DHL,,2025-10-10 12:02:00,2025-10-21,2025-10-23,,,Delivered,Iloilo,1,Address issue
S001609,O001609,Ninja Van, 652258357 ,2023-05-16 02:39:00,2023-05-28,2023-05-27,180,20,Preparing,Cebu City,3,Address issue
S001610,O001610,DHL,,2024-01-20 09:27:00,2024-01-22,2024-01-24,80,0.5,Delayed,,1,Carrier backlog
S001611,O001611,2GO,TRK65195469,2022-11-05 05:38:00,2022-11-11,2022-11-09,,, Returned,Manila,1,Weather
S001612,O001612,2GO , 350129443 ,2024-09-29 13:05:00,,,150,20,Lost,Taguig,1,Warehouse delay
S001613,O001613,Ninja Van, 988624813 ,2024-11-06 15:39:00,2024-11-09,2024-11-08,100,, IN TRANSIT ,Taguig,1,Warehouse delay
S001614,O001614,J&T Express,TRK67801524,2022-07-25 17:30:00,2022-07-31,2022-08-04,150,20,In Transit,Cebu City,1,Carrier backlog
S001615,O001615,2GO,,2023-12-26 21:39:00,2024-01-04,2024-01-05,120,20,Delayed,Taguig,3,Warehouse delay
S001616,O001616,Ninja Van, 236468621 ,2025-02-19 23:48:00,2025-02-28,2025-02-26,250,0.5,Returned,Quezon City,2,Address issue
S001617,O001617,FedEx, 841723851 ,2023-06-16 20:10:00,2023-06-24,2023-06-28,250,15,Out for Delivery,QUEZON CITY,3,Customer unavailable
S001618,O001618,FedEx,TRK35795492,2025-11-08 01:15:00,2025-11-17,2025-11-19,80,10,Delayed,Pasig,1,Customer unavailable
S001619,O001619,J&T Express,,2023-06-14 06:13:00,2023-06-18,2023-06-24,80,15,OUT FOR DELIVERY ,Quezon City,1,Weather
S001620,O001620,JRS Express,TRK21219626,2024-05-24 16:53:00,2024-05-31,2024-06-01,350,,Delayed,Antipolo,3,Warehouse delay
S001621,O001621,JRS Express,TRK33538809,2025-10-08 14:52:00,2025-10-11,2025-10-11,250,1, Delivered,Caloocan,1,Warehouse delay
S001622,O001622,FedEx,TRK86953869,2023-11-14 16:54:00,2023-11-16,,80,15,Lost,Makati,1,Address issue
S001623,O001623,J&T Express,TRK19304495,2022-03-26 09:32:00,2022-04-04,2022-04-06,80,0.5,,Antipolo,2,Warehouse delay
S001624,O001624,J&T Express, 305715774 ,2022-05-15 23:24:00,2022-05-23,2022-05-26,150,3,In Transit,Manila,,Carrier backlog
S001625,O001625,JRS Express, 750038009 ,2025-04-02 06:31:00,2025-04-09,2025-04-13,100,0.5,Preparing, Iloilo,1,Weather
S001626,O001626, NINJA VAN , 190473613 ,2022-11-25 01:22:00,2022-12-05,,350,10,Returned,Quezon City,,
S001627,O001627, J&T Express,,2023-12-08 02:20:00,,,500,,In Transit,CEBU CITY ,,Warehouse delay
S001628,O001628,LBC,,2022-07-29 15:07:00,,,120,1,Delayed,Cebu City,2,Weather
S001629,O001629,J&T Express, 152016392 ,2024-10-16 19:24:00,2024-10-22,2024-10-21,120,15,Preparing,Taguig ,1,Weather
S001630,O001630,J&T Express,,2022-08-24 04:55:00,2022-09-02,2022-09-02,80,0.5,Delivered,,2,Weather
S001631,O001631,LBC, 314001502 ,2022-07-23 07:09:00,2022-08-04,2022-08-11,500,15,Preparing, iloilo ,1,Customer unavailable
S001632,O001632,DHL,TRK81664110,2022-01-20 17:40:00,2022-01-25,2022-01-29,150,10,Lost,Antipolo,2,Weather
S001633,O001633,DHL,TRK77234072,2023-02-20 15:31:00,2023-02-23,,500,2,In Transit,Caloocan,3,Customer unavailable
S001634,O001634,FedEx, 146260472 ,2023-12-29 07:07:00,2024-01-05,2024-01-06,180,3,In Transit,Iloilo,2,
S001635,O001635,2GO,,2025-08-25 09:10:00,2025-08-27,2025-09-03,500,,Delivered,Quezon City,1,Carrier backlog
S001636,O001636,2GO,,2022-04-14 05:41:00,2022-04-20,2022-04-22,350,3,Returned,Antipolo,,Address issue
S001637,O001637, DHL,TRK96880387,2025-04-21 20:54:00,2025-04-26,2025-05-03,250,1,RETURNED ,Davao City,1,Weather
S001638,O001638,Ninja Van,,2022-01-02 22:56:00,2022-01-09,2022-01-15,,3,Delivered,Antipolo,2,Carrier backlog
S001639,O001639, jrs express,TRK91758935,2023-01-04 11:56:00,,,,10,Returned,Makati,1,Customer unavailable
S001640,O001640,LBC,,2023-10-10 13:08:00,2023-10-11,2023-10-17,350,15,Delivered,Cebu City,1,
S001641,O001641,LBC, 644708856 ,2023-11-17 22:40:00,,,180,20,Out for Delivery ,Caloocan,1,Warehouse delay
S001642,O001642,LBC,,2022-10-13 18:59:00,2022-10-18,2022-10-18,180,0.5, Preparing ,Pasig,1,
S001643,O001643,FedEx, 954681890 ,2025-04-17 19:46:00,2025-04-21,2025-04-27,100,2,Returned,Makati,2,Carrier backlog
S001644,O001644,Ninja Van, 556398513 ,2022-03-11 19:42:00,2022-03-12,2022-03-19,180,1,Returned,Antipolo,2,Customer unavailable
S001645,O001645,LBC,TRK13214080,2023-01-06 21:55:00,2023-01-10,,120,1,Delivered,Cebu City,3,
S001646,O001646,J&T Express,TRK85933978,2023-03-13 15:59:00,2023-03-20,2023-03-23,150,20,Delivered,Iloilo,,Weather
S001647,O001647,J&T Express,TRK52339711,2025-11-26 11:17:00,2025-12-01,,180,5,Lost , PASIG,2,Warehouse delay
S001648,O001648,J&T Express,TRK46190375,2023-05-08 07:20:00,,,500,2,Preparing,Quezon City,,Customer unavailable
S001649,O001649,FedEx,,2022-09-17 10:14:00,2022-09-18,2022-09-21,150,1,Out for Delivery,Manila,2,Customer unavailable
S001650,O001650,LBC,,2025-08-01 17:06:00,2025-08-13,2025-08-20,180,3,Lost,Cebu City,,Weather
S001651,O001651,DHL,,2023-10-01 21:56:00,2023-10-09,2023-10-11,80,2,Preparing,Pasig,1,Warehouse delay
S001652,O001652,LBC, 853536165 ,2022-10-11 21:22:00,2022-10-20,2022-10-27,80,15,Out for Delivery,Iloilo,1,Customer unavailable
S001653,O001653,Ninja Van, 216998091 ,2022-03-22 04:38:00,2022-03-30,2022-04-02,250,20,Delayed,Pasig,1,Address issue
S001654,O001654,2go,,2025-12-21 20:47:00,,,500,2,Returned,Makati,3,Customer unavailable
S001655,O001655,Ninja Van,TRK68923074,2025-08-31 23:04:00,2025-09-12,2025-09-14,100,3,Lost,Davao City,1,Carrier backlog
S001656,O001656,LBC,TRK20608279,2025-12-20 07:22:00,2025-12-21,2025-12-26,350,1,Lost,Caloocan,1,Address issue
S001657,O001657,FedEx,,2023-11-29 09:31:00,2023-12-10,2023-12-17,150,3,Lost,Antipolo,1,
S001658,O001658,2GO, 285216454 ,2023-03-14 06:34:00,2023-03-15,,80,20,Preparing,Manila,1,Carrier backlog
S001659,O001659,LBC,TRK70187974,2022-08-27 14:45:00,2022-09-05,2022-09-11,80,2,In Transit,Davao City,1,Customer unavailable
S001660,O001660,Ninja Van,TRK68555775,2025-05-07 19:14:00,2025-05-15,2025-05-18,80,15,,Manila,1,Carrier backlog
S001661,O001661, JRS Express, 351392251 ,2025-01-23 20:58:00,2025-01-29,2025-01-29,350,2,In Transit,Cebu City,3,Customer unavailable
S001662,O001662,J&T Express,TRK43328452,2025-09-10 00:55:00,2025-09-13,2025-09-18,250,5,In Transit,Antipolo,1,Weather
S001663,O001663,JRS Express,,2023-06-14 14:04:00,2023-06-22,2023-06-23,150,2,LOST ,Caloocan,2,
S001664,O001664,DHL,,2024-08-07 04:16:00,2024-08-09,2024-08-14,80,2,Delayed,Davao City,1,Warehouse delay
S001665,O001665,J&T Express,TRK51006910,2022-03-01 16:14:00,,,,3,Preparing,Manila ,1,Carrier backlog
S001666,O001666,Ninja Van,TRK87356685,2023-12-28 11:35:00,2024-01-07,2024-01-11,250,0.5,Delayed,Quezon City,3,
S001667,O001667,LBC,TRK40411250,2023-05-15 20:50:00,,,350,15,Preparing,Iloilo,1,Warehouse delay
S001668,O001668,J&T Express, 509618608 ,2024-11-23 14:36:00,2024-12-01,2024-12-08,500,3,Returned,Davao City,1,Warehouse delay
S001669,O001669,JRS Express,TRK37629192,2024-09-30 01:11:00,2024-10-01,2024-10-07,180,20,In Transit,,1,Carrier backlog
S001670,O001670,FedEx,,2022-01-15 12:58:00,2022-01-19,2022-01-22,500,1,Out for Delivery,Quezon City,1,Warehouse delay
S001671,O001671,2GO,TRK24010318,2022-08-15 20:42:00,2022-08-19,2022-08-21,180,1,Out for Delivery,Pasig,1,Warehouse delay
S001672,O001672,2GO, 582473701 ,2023-03-01 19:40:00,2023-03-10,2023-03-15,250,1, Preparing ,Davao City,3,Customer unavailable
S001673,O001673,j&t express ,TRK54334671,2022-10-23 14:14:00,2022-10-30,2022-10-31,350,,In Transit,TAGUIG,1,
S001674,O001674,JRS Express,TRK10565747,2024-09-22 14:41:00,2024-10-03,2024-10-02,150,3,In Transit,Caloocan,3,Carrier backlog
S001675,O001675,Ninja Van,,2022-01-03 08:21:00,2022-01-11,2022-01-10,180,20,Delayed,manila ,1,Carrier backlog
S001676,O001676,J&T Express,,2022-11-20 07:57:00,2022-11-24,2022-11-27,100,10,In Transit,Iloilo,1,
S001677,O001677,FedEx, 340819139 ,2023-11-25 00:35:00,2023-11-26,2023-12-03,150,20,In Transit,Caloocan,1,Carrier backlog
S001678,O001678,2GO, 725583402 ,2024-10-28 05:52:00,2024-10-31,2024-10-30,120,1,Returned,Pasig,1,
S001679,O001679,,TRK42789456,2025-10-11 18:34:00,2025-10-15,2025-10-21,100,15,Preparing,Makati,2,Address issue
S001680,O001680,LBC,TRK21589720,2022-10-27 08:53:00,2022-10-31,2022-10-29,80,15,Out for Delivery,Davao City,1,Customer unavailable
S001681,O001681,FedEx,,2022-06-08 05:37:00,2022-06-19,2022-06-26,80,3,Returned,Cebu City,1,Address issue
S001682,O001682,DHL,TRK75141651,2023-10-31 09:08:00,2023-11-11,2023-11-17,350,15,Lost,Quezon City,,Customer unavailable
S001683,O001683,DHL, 164564470 ,2023-01-03 16:40:00,2023-01-10,2023-01-11,,10,Returned,Antipolo,3,Carrier backlog
S001684,O001684,JRS Express, 298296705 ,2024-05-27 22:19:00,2024-06-03,2024-06-09,180,1,Returned,Taguig,3,
S001685,O001685,JRS Express, 475600230 ,2023-02-28 22:00:00,2023-03-09,2023-03-11,250,15,Preparing,Taguig,1,Carrier backlog
S001686,O001686,JRS Express ,TRK86902852,2024-01-16 20:12:00,,,150,3,Out for Delivery,Taguig,1,Weather
S001687,O001687, DHL , 343174903 ,2025-10-02 14:19:00,2025-10-08,,500,1,Delayed,Taguig,1,
S001688,O001688,LBC, 449329282 ,2023-08-02 00:57:00,2023-08-06,2023-08-11,350,,In Transit,Cebu City,,Carrier backlog
S001689,O001689,, 760374395 ,2024-09-15 02:58:00,,,,,In Transit,Taguig,1,Address issue
S001690,O001690,FedEx,,2025-08-08 07:39:00,2025-08-17,2025-08-22,500,20,Delayed,Manila,,Address issue
S001691,O001691,Ninja Van,,2023-09-03 10:32:00,2023-09-09,2023-09-12,350,1,Lost,Davao City ,1,Warehouse delay
S001692,O001692,FedEx, 965540308 ,2025-04-21 19:42:00,2025-05-01,2025-05-03,120,20,In Transit, PASIG,3,
S001693,O001693,J&T Express,,2025-11-17 04:46:00,2025-11-18,2025-11-22,150,3,In Transit,Cebu City,1,Weather
S001694,O001694,DHL,TRK41529952,2022-12-22 11:48:00,2022-12-31,,,20,Lost,Cebu City,2,
S001695,O001695,Ninja Van, 786657644 ,2025-11-21 18:49:00,2025-11-26,,180,15,Delivered,Antipolo,3,Customer unavailable
S001696,O001696,2GO,,2025-07-30 05:52:00,,,150,2,Delayed,makati,1,Warehouse delay
S001697,O001697, j&t express,,2024-08-20 21:27:00,2024-08-31,2024-09-03,150,10,Delayed,MAKATI,1,Carrier backlog
S001698,O001698, ninja van,,2022-12-14 20:43:00,2022-12-25,2022-12-29,,0.5,,Iloilo,1,Address issue
S001699,O001699,J&T Express,TRK60683570,2022-10-25 08:02:00,2022-11-02,2022-11-01,150,,Out for Delivery,Manila,1,Weather
S001700,O001700,FedEx,,2024-09-26 10:12:00,2024-10-05,2024-10-08,120,15,Returned,Taguig,,Weather
S001701,O001701,J&T Express,TRK50848145,2022-03-19 07:30:00,2022-03-22,2022-03-22,500,0.5,Preparing,Antipolo,3,
S001702,O001702,J&T Express, 394512420 ,2023-09-26 21:48:00,2023-09-30,2023-10-01,80,20,Delivered, manila ,,Weather
S001703,O001703, Ninja Van,,2025-10-28 06:06:00,2025-11-04,,500,0.5,,Antipolo,1,Carrier backlog
S001704,O001704,J&T Express, 987096245 ,2025-06-23 18:20:00,2025-06-30,2025-06-30,,,In Transit,Cebu City,2,Customer unavailable
S001705,O001705,LBC, 861701854 ,2025-02-12 07:27:00,2025-02-17,2025-02-17,150,3,Lost,Makati,1,Carrier backlog
S001706,O001706,LBC, 854176254 ,2022-09-12 18:23:00,2022-09-22,2022-09-27,80,2, In Transit,Taguig,3,Carrier backlog
S001707,O001707,j&t express ,,2024-07-08 10:37:00,2024-07-13,2024-07-14,150,3,Delivered,Cebu City,3,Weather
S001708,O001708,JRS EXPRESS , 263786843 ,2025-07-06 10:06:00,2025-07-15,2025-07-18,180,3,Delivered,Caloocan,1,Warehouse delay
S001709,O001709,2GO,TRK47018804,2022-11-28 01:59:00,2022-12-08,,120,2,Delayed,PASIG,1,Customer unavailable
S001710,O001710,JRS Express,,2024-02-27 00:07:00,2024-03-10,2024-03-09,120,0.5,Returned,Makati,3,Customer unavailable
S001711,O001711,2GO , 617940696 ,2025-10-02 20:16:00,2025-10-05,2025-10-12,80,, delayed,Makati ,1,Carrier backlog
S001712,O001712,dhl,,2022-02-01 08:36:00,2022-02-11,2022-02-18,250,1,Lost,Makati,1,Weather
S001713,O001713,LBC,TRK98924294,2025-10-04 22:44:00,2025-10-15,2025-10-13,180,10,Lost, Quezon City ,1,Customer unavailable
S001714,O001714,FedEx,,2024-04-30 03:09:00,2024-05-12,2024-05-11,500,2,Out for Delivery,Taguig,1,Carrier backlog
S001715,O001715,LBC, 697375910 ,2023-09-10 02:46:00,2023-09-17,2023-09-21,180,1,Returned,Quezon City,1,Address issue
S001716,O001716,JRS Express, 442370555 ,2022-09-08 23:27:00,2022-09-15,2022-09-19,250,0.5,Returned ,Caloocan,1,Customer unavailable
S001717,O001717,LBC, 402584104 ,2025-12-26 12:49:00,2026-01-02,2026-01-08,350,1,Lost,Pasig,1,Warehouse delay
S001718,O001718, JRS EXPRESS ,,2025-12-11 18:52:00,2025-12-13,2025-12-13,,2,Returned,davao city ,1,
S001719,O001719,J&T Express,TRK13125364,2022-06-24 18:17:00,2022-06-26,2022-07-02,250,1,Delayed,caloocan,1,Weather
S001720,O001720, 2GO,TRK76237936,2025-03-23 10:00:00,2025-03-27,2025-03-31,,3,In Transit,Taguig,1,Address issue
S001721,O001721,,,2022-03-23 01:54:00,2022-03-28,2022-03-31,180,1,Preparing,,2,Carrier backlog
S001722,O001722,J&T EXPRESS ,TRK23905431,2022-09-26 20:55:00,2022-09-29,2022-09-27,,15,Out for Delivery,Iloilo,1,
S001723,O001723,FedEx,,2024-09-29 01:27:00,2024-10-02,2024-10-08,120,5,Delivered,Taguig,1,Customer unavailable
